,t,label,d,f
5583,t5582,n5583,2,0.3758724513663151
5584,t5583,n5584,3,0.8618855899133008
5585,t5584,n5585,2,0.5193675466310311
5586,t5585,n5586,2,0.10081105254469702
5587,t5586,n5587,2,0.008747022179506514
5588,t5587,n5588,3,0.84423880807012
5589,t5588,n5589,3,0.9322562260707574
5590,t5589,n5590,3,0.6556779681822215
5591,t5590,n5591,3,0.3380114654536205
5592,t5591,n5592,2,0.3816838012673063
5593,t5592,n5593,2,0.04092194697218288
5594,t5593,n5594,2,0.400708870503411
5595,t5594,n5595,2,0.004681963781377196
5596,t5595,n5596,2,0.18245930113239828
5597,t5596,n5597,2,0.4041444330390993
5598,t5597,n5598,2,0.3573227414086977
5599,t5598,n5599,2,0.10169149037180247
5600,t5599,n5600,2,0.2920889189123821
5601,t5600,n5601,3,0.5071651726717651
5602,t5601,n5602,3,0.23544675633490253
5603,t5602,n5603,2,0.08407630333589333
5604,t5603,n5604,2,0.3116580149331293
5605,t5604,n5605,4,0.7044415286970668
5606,t5605,n5606,2,0.33517926432357237
5607,t5606,n5607,2,0.06594906690851732
5608,t5607,n5608,3,0.6417410872903575
5609,t5608,n5609,3,0.8822110253227138
5610,t5609,n5610,4,0.8727074033390558
5611,t5610,n5611,2,0.8418572943687929
5612,t5611,n5612,2,0.9410030778447694
5613,t5612,n5613,2,0.43912640885514276
5614,t5613,n5614,2,0.213320268126165
5615,t5614,n5615,5,0.791986798967005
5616,t5615,n5616,3,0.9615338969864325
5617,t5616,n5617,2,0.022357453821221562
5618,t5617,n5618,2,0.463016378811139
5619,t5618,n5619,5,0.7347380540417441
5620,t5619,n5620,2,0.814343612382376
5621,t5620,n5621,3,0.7115345791513902
5622,t5621,n5622,2,0.27774520258746127
5623,t5622,n5623,2,0.8227726956860583
5624,t5623,n5624,2,0.30298138407321573
5625,t5624,n5625,3,0.8120218581481682
5626,t5625,n5626,3,0.7779416423957287
5627,t5626,n5627,2,0.4986841255271305
5628,t5627,n5628,2,0.3629142228753348
5629,t5628,n5629,4,0.8864053974944137
5630,t5629,n5630,2,0.5654965170675238
5631,t5630,n5631,3,0.7308936795762919
5632,t5631,n5632,2,0.3073344284685835
5633,t5632,n5633,2,0.15028159542682784
5634,t5633,n5634,2,0.7422533105257801
5635,t5634,n5635,2,0.8711757139836033
5636,t5635,n5636,3,0.9571809175562449
5637,t5636,n5637,2,0.9883986880503862
5638,t5637,n5638,3,0.718107019632637
5639,t5638,n5639,3,0.8554821957990071
5640,t5639,n5640,2,0.33846038140596835
5641,t5640,n5641,2,0.7071199303435238
5642,t5641,n5642,2,0.5270058784349523
5643,t5642,n5643,2,0.8685332738629429
5644,t5643,n5644,2,0.17710223545549364
5645,t5644,n5645,2,0.3146633049301746
5646,t5645,n5646,3,0.23578620017503793
5647,t5646,n5647,2,0.5170577436140642
5648,t5647,n5648,2,0.7607092549030569
5649,t5648,n5649,3,0.32447072409107425
5650,t5649,n5650,2,0.8556523641266066
5651,t5650,n5651,2,0.9879163721979719
5652,t5651,n5652,2,0.14627004517335074
5653,t5652,n5653,2,0.7890828307424784
5654,t5653,n5654,2,0.5958446254646776
5655,t5654,n5655,2,0.03133956018152095
5656,t5655,n5656,3,0.8210383345731401
5657,t5656,n5657,3,0.9379610484432015
5658,t5657,n5658,3,0.5794323096301207
5659,t5658,n5659,2,0.8085580755792844
5660,t5659,n5660,3,0.18270110786655225
5661,t5660,n5661,3,0.9544958784398687
5662,t5661,n5662,2,0.3341972477198679
5663,t5662,n5663,4,0.8107169800001608
5664,t5663,n5664,3,0.6563112531238545
5665,t5664,n5665,3,0.3596379490401409
5666,t5665,n5666,4,0.636814849912935
5667,t5666,n5667,2,0.2683364475945732
5668,t5667,n5668,4,0.8765976090183106
5669,t5668,n5669,2,0.01752840110593734
5670,t5669,n5670,2,0.9400608837472854
5671,t5670,n5671,3,0.8563640539858082
5672,t5671,n5672,2,0.4677523885991277
5673,t5672,n5673,3,0.4950963421995659
5674,t5673,n5674,2,0.4532016948230604
5675,t5674,n5675,2,0.15091010460911525
5676,t5675,n5676,2,0.9857585124250308
5677,t5676,n5677,6,0.8348078309339871
5678,t5677,n5678,2,0.48176838664578225
5679,t5678,n5679,2,0.34565296464666817
5680,t5679,n5680,3,0.5748443030308963
5681,t5680,n5681,2,0.706498642870116
5682,t5681,n5682,2,0.47760393617898145
5683,t5682,n5683,3,0.8814494453514194
5684,t5683,n5684,4,0.3452067396758577
5685,t5684,n5685,2,0.41282452639331724
5686,t5685,n5686,2,0.012038005228549808
5687,t5686,n5687,4,0.2667517461436594
5688,t5687,n5688,2,0.426860144129366
5689,t5688,n5689,2,0.36724054465118583
5690,t5689,n5690,2,0.6167595479022973
5691,t5690,n5691,2,0.2085360110848432
5692,t5691,n5692,2,0.649049296457044
5693,t5692,n5693,3,0.8344922490653803
5694,t5693,n5694,2,0.21672129715889565
5695,t5694,n5695,2,0.5326775271056319
5696,t5695,n5696,2,0.777450452200883
5697,t5696,n5697,2,0.24306664549954615
5698,t5697,n5698,2,0.522688341357491
5699,t5698,n5699,2,0.3366722048967372
5700,t5699,n5700,2,0.24037313078927136
5701,t5700,n5701,4,0.8378171076388372
5702,t5701,n5702,3,0.423587388715582
5703,t5702,n5703,4,0.651311812624322
5704,t5703,n5704,3,0.8915012386257896
5705,t5704,n5705,2,0.09935323020537934
5706,t5705,n5706,2,0.7045452205340008
5707,t5706,n5707,3,0.5081111771023722
5708,t5707,n5708,4,0.6335725473750675
5709,t5708,n5709,2,0.48665131325125544
5710,t5709,n5710,2,0.33784688437982835
5711,t5710,n5711,3,0.9326423349960634
5712,t5711,n5712,2,0.99510234249523
5713,t5712,n5713,4,0.7987589309161633
5714,t5713,n5714,2,0.4259396959710674
5715,t5714,n5715,2,0.35537345483672733
5716,t5715,n5716,2,0.10256770961852724
5717,t5716,n5717,2,0.4523488967914864
5718,t5717,n5718,2,0.22324080271093594
5719,t5718,n5719,2,0.3428804658470257
5720,t5719,n5720,3,0.19427630472020074
5721,t5720,n5721,2,0.18791654300584626
5722,t5721,n5722,2,0.8441549441891995
5723,t5722,n5723,2,0.1508649485030158
5724,t5723,n5724,3,0.2185825111304378
5725,t5724,n5725,2,0.6670647083232172
5726,t5725,n5726,3,0.580737134418232
5727,t5726,n5727,2,0.6800035170810238
5728,t5727,n5728,2,0.20076599630275982
5729,t5728,n5729,3,0.380126655068449
5730,t5729,n5730,3,0.7542634436401292
5731,t5730,n5731,2,0.0040951000338075305
5732,t5731,n5732,2,0.506598023194547
5733,t5732,n5733,2,0.820561268968937
5734,t5733,n5734,2,0.2023428181011102
5735,t5734,n5735,2,0.010231301918501079
5736,t5735,n5736,2,0.49968358795759726
5737,t5736,n5737,2,0.08928701751582502
5738,t5737,n5738,2,0.8510961023629828
5739,t5738,n5739,3,0.7821396112889928
5740,t5739,n5740,4,0.5851031435778361
5741,t5740,n5741,3,0.5819520361802085
5742,t5741,n5742,2,0.3977162168025933
5743,t5742,n5743,2,0.42260139425685006
5744,t5743,n5744,2,0.3196510229767926
5745,t5744,n5745,2,0.567120143614357
5746,t5745,n5746,3,0.7643118265159897
5747,t5746,n5747,2,0.7113715833326918
5748,t5747,n5748,2,0.17678025914872442
5749,t5748,n5749,2,0.017657060864266105
5750,t5749,n5750,5,0.6983914019181923
5751,t5750,n5751,2,0.39224085472037407
5752,t5751,n5752,2,0.19183486190871124
5753,t5752,n5753,2,0.5639962639177093
5754,t5753,n5754,2,0.6239171022947569
5755,t5754,n5755,2,0.7220184155248353
5756,t5755,n5756,2,0.4413200269063995
5757,t5756,n5757,2,0.8921673697833391
5758,t5757,n5758,2,0.14050043025458203
5759,t5758,n5759,2,0.2871436129874081
5760,t5759,n5760,2,0.4631981586906211
5761,t5760,n5761,3,0.4365403575999711
5762,t5761,n5762,3,0.40460635788971455
5763,t5762,n5763,3,0.8149875474679846
5764,t5763,n5764,2,0.4352077260151669
5765,t5764,n5765,2,0.2096379527072667
5766,t5765,n5766,2,0.1293226353935012
5767,t5766,n5767,4,0.9554500976498645
5768,t5767,n5768,2,0.36156725565397874
5769,t5768,n5769,2,0.2872338361616178
5770,t5769,n5770,3,0.7721697470680101
5771,t5770,n5771,2,0.9335038915369968
5772,t5771,n5772,3,0.6156376737588153
5773,t5772,n5773,2,0.9109842325595995
5774,t5773,n5774,2,0.6310609871976528
5775,t5774,n5775,2,0.53899165059144
5776,t5775,n5776,3,0.9589831535190175
5777,t5776,n5777,5,0.871553294082702
5778,t5777,n5778,3,0.6077796076659242
5779,t5778,n5779,3,0.2221135304004377
5780,t5779,n5780,2,0.9989277505137577
5781,t5780,n5781,3,0.5404498946539575
5782,t5781,n5782,3,0.5586686736248776
5783,t5782,n5783,2,0.33089436132539096
5784,t5783,n5784,4,0.8669469452419656
5785,t5784,n5785,2,0.5172036338333355
5786,t5785,n5786,2,0.23009164489821665
5787,t5786,n5787,4,0.14374568073762994
5788,t5787,n5788,2,0.5826172621358648
5789,t5788,n5789,2,0.21228325501809175
5790,t5789,n5790,2,0.6177797088165318
5791,t5790,n5791,3,0.9269146068028815
5792,t5791,n5792,3,0.48456027776935107
5793,t5792,n5793,4,0.5351994021185996
5794,t5793,n5794,2,0.17598869283444085
5795,t5794,n5795,4,0.6367964752710431
5796,t5795,n5796,2,0.6186299256627135
5797,t5796,n5797,2,0.13453687211982546
5798,t5797,n5798,2,0.7485757231296334
5799,t5798,n5799,4,0.3285761190295934
5800,t5799,n5800,2,0.19300627572903906
5801,t5800,n5801,3,0.6778239466819687
5802,t5801,n5802,2,0.37207777982237444
5803,t5802,n5803,6,0.9596669643115795
5804,t5803,n5804,2,0.1220507346906492
5805,t5804,n5805,2,0.7773982946229809
5806,t5805,n5806,2,0.8158991773901693
5807,t5806,n5807,2,0.15581870237985807
5808,t5807,n5808,2,0.39901202784059253
5809,t5808,n5809,2,0.5428007305050402
5810,t5809,n5810,4,0.8048274268323592
5811,t5810,n5811,2,0.13584419863291752
5812,t5811,n5812,2,0.5563804684890238
5813,t5812,n5813,2,0.19171295464747884
5814,t5813,n5814,3,0.8304160623326918
5815,t5814,n5815,3,0.4286270208899856
5816,t5815,n5816,4,0.7732780807469236
5817,t5816,n5817,2,0.462410792792572
5818,t5817,n5818,4,0.7570186367538575
5819,t5818,n5819,2,0.17107215674033094
5820,t5819,n5820,2,0.05147929205295976
5821,t5820,n5821,2,0.20140627940879607
5822,t5821,n5822,2,0.2500195624198478
5823,t5822,n5823,2,0.6607707930968166
5824,t5823,n5824,2,0.3959929920965405
5825,t5824,n5825,2,0.05925828288717172
5826,t5825,n5826,2,0.7852591207761034
5827,t5826,n5827,2,0.4202499331386913
5828,t5827,n5828,2,0.023751563798395492
5829,t5828,n5829,3,0.7691402987702355
5830,t5829,n5830,2,0.16121115859841262
5831,t5830,n5831,3,0.9238544984453354
5832,t5831,n5832,2,0.330556812858835
5833,t5832,n5833,4,0.8525750495067385
5834,t5833,n5834,4,0.5281012248722042
5835,t5834,n5835,3,0.5583604170278347
5836,t5835,n5836,3,0.1424568231077954
5837,t5836,n5837,3,0.45068578075919885
5838,t5837,n5838,2,0.036334742220814675
5839,t5838,n5839,6,0.7762791223700847
5840,t5839,n5840,3,0.2181398950562221
5841,t5840,n5841,2,0.2097621709454457
5842,t5841,n5842,2,0.8726719486826582
5843,t5842,n5843,3,0.29886591600726065
5844,t5843,n5844,3,0.7065427335052233
5845,t5844,n5845,2,0.973351931860742
5846,t5845,n5846,4,0.9824583441184557
5847,t5846,n5847,2,0.8733611243458563
5848,t5847,n5848,2,0.4862105370071049
5849,t5848,n5849,2,0.16277086801981866
5850,t5849,n5850,2,0.880004034909316
5851,t5850,n5851,2,0.5041711174238901
5852,t5851,n5852,2,0.005849798851339183
5853,t5852,n5853,6,0.4736620902095494
5854,t5853,n5854,2,0.38571648626300914
5855,t5854,n5855,3,0.405099352580369
5856,t5855,n5856,6,0.8074080562457461
5857,t5856,n5857,2,0.11079759139116996
5858,t5857,n5858,2,0.7398837027061818
5859,t5858,n5859,4,0.8419071675494314
5860,t5859,n5860,3,0.3148299294150806
5861,t5860,n5861,2,0.0882719241948654
5862,t5861,n5862,4,0.853494925115913
5863,t5862,n5863,2,0.5937468706452055
5864,t5863,n5864,4,0.7183101594492846
5865,t5864,n5865,3,0.6620539781682563
5866,t5865,n5866,3,0.8868528913532663
5867,t5866,n5867,2,0.545258829979839
5868,t5867,n5868,2,0.8268968643459965
5869,t5868,n5869,2,0.12822139053828763
5870,t5869,n5870,2,0.9100873644484547
5871,t5870,n5871,2,0.058590095291057076
5872,t5871,n5872,3,0.43840088312311676
5873,t5872,n5873,2,0.08564013368036516
5874,t5873,n5874,2,0.24528758308018095
5875,t5874,n5875,3,0.7400758149152453
5876,t5875,n5876,4,0.9077433929253866
5877,t5876,n5877,2,0.10373956367510928
5878,t5877,n5878,2,0.2856913259647068
5879,t5878,n5879,2,0.8765022951184538
5880,t5879,n5880,3,0.5029266705561611
5881,t5880,n5881,2,0.08470018157876358
5882,t5881,n5882,4,0.9896786092571997
5883,t5882,n5883,3,0.40690618048978044
5884,t5883,n5884,3,0.9536641135490848
5885,t5884,n5885,2,0.007935654036659745
5886,t5885,n5886,2,0.17284509003484683
5887,t5886,n5887,3,0.25240442698102294
5888,t5887,n5888,2,0.9653809119193517
5889,t5888,n5889,3,0.2776221685304633
5890,t5889,n5890,2,0.23278665813099708
5891,t5890,n5891,2,0.7604620838945498
5892,t5891,n5892,3,0.19588837584201535
5893,t5892,n5893,2,0.7293197094984699
5894,t5893,n5894,2,0.4248666681171226
5895,t5894,n5895,3,0.9205698864683607
5896,t5895,n5896,3,0.6897385974048251
5897,t5896,n5897,3,0.4906387012924186
5898,t5897,n5898,3,0.6944737269700246
5899,t5898,n5899,2,0.800197007047994
5900,t5899,n5900,2,0.45031288098587197
5901,t5900,n5901,3,0.5915420634827994
5902,t5901,n5902,3,0.7197531321613698
5903,t5902,n5903,2,0.14422685221557607
5904,t5903,n5904,2,0.9672435655063797
5905,t5904,n5905,2,0.5272335542570619
5906,t5905,n5906,2,0.3313519627890543
5907,t5906,n5907,2,0.3178640632833596
5908,t5907,n5908,2,0.5193955733805865
5909,t5908,n5909,3,0.553990419069048
5910,t5909,n5910,3,0.5835559564662965
5911,t5910,n5911,2,0.49290869621535427
5912,t5911,n5912,2,0.022856780958494083
5913,t5912,n5913,2,0.349939398048698
5914,t5913,n5914,2,0.11321187744186456
5915,t5914,n5915,3,0.6032165905071183
5916,t5915,n5916,2,0.12361862650842759
5917,t5916,n5917,2,0.11949309533291907
5918,t5917,n5918,2,0.7769016257692627
5919,t5918,n5919,3,0.12467811499195436
5920,t5919,n5920,2,0.16732598383555997
5921,t5920,n5921,3,0.2476907935982673
5922,t5921,n5922,4,0.7029007468389417
5923,t5922,n5923,2,0.008655364311102365
5924,t5923,n5924,2,0.8622213070773134
5925,t5924,n5925,2,0.04000868029124094
5926,t5925,n5926,2,0.6233717671244042
5927,t5926,n5927,2,0.34355637491856694
5928,t5927,n5928,3,0.3781479657273862
5929,t5928,n5929,2,0.31209193914225375
5930,t5929,n5930,2,0.1076325193457065
5931,t5930,n5931,2,0.4661764935063193
5932,t5931,n5932,2,0.43141707913034844
5933,t5932,n5933,4,0.8051345975267916
5934,t5933,n5934,4,0.9269091946163969
5935,t5934,n5935,2,0.2096451575710956
5936,t5935,n5936,3,0.507779589741145
5937,t5936,n5937,2,0.06328853126911305
5938,t5937,n5938,2,0.10887517431486016
5939,t5938,n5939,2,0.22952186699980426
5940,t5939,n5940,2,0.5711790943814539
5941,t5940,n5941,3,0.7291571492813692
5942,t5941,n5942,2,0.4889260735347831
5943,t5942,n5943,2,0.09796659564674437
5944,t5943,n5944,2,0.9530306520710675
5945,t5944,n5945,2,0.7086785780545864
5946,t5945,n5946,2,0.45943435124731113
5947,t5946,n5947,2,0.09892790708697019
5948,t5947,n5948,2,0.5547299912364217
5949,t5948,n5949,2,0.25562474228962306
5950,t5949,n5950,3,0.6670370354218133
5951,t5950,n5951,2,0.05860274010059119
5952,t5951,n5952,3,0.845446040232462
5953,t5952,n5953,2,0.4580106800267634
5954,t5953,n5954,4,0.676610283826955
5955,t5954,n5955,2,0.814816370770664
5956,t5955,n5956,3,0.5135908123836245
5957,t5956,n5957,3,0.4393324274054139
5958,t5957,n5958,2,0.1928020450990784
5959,t5958,n5959,2,0.5640314517227978
5960,t5959,n5960,2,0.43805853094370306
5961,t5960,n5961,2,0.5917745275852865
5962,t5961,n5962,2,0.7079819206004312
5963,t5962,n5963,3,0.7969179866645719
5964,t5963,n5964,2,0.3160841348847495
5965,t5964,n5965,2,0.2867424761437388
5966,t5965,n5966,2,0.34495969471847054
5967,t5966,n5967,4,0.8507148846804273
5968,t5967,n5968,3,0.9475624056104711
5969,t5968,n5969,2,0.43542241993241826
5970,t5969,n5970,3,0.5882381049279798
5971,t5970,n5971,2,0.509537550381112
5972,t5971,n5972,2,0.26855618915569446
5973,t5972,n5973,2,0.31463214103580084
5974,t5973,n5974,5,0.5410090185503766
5975,t5974,n5975,2,0.101420238870232
5976,t5975,n5976,2,0.31065406909416904
5977,t5976,n5977,2,0.3501917818606264
5978,t5977,n5978,2,0.1284581147959949
5979,t5978,n5979,2,0.038351689736686456
5980,t5979,n5980,2,0.1314090084833165
5981,t5980,n5981,2,0.2352553417825234
5982,t5981,n5982,2,0.19525362006794
5983,t5982,n5983,2,0.19457392252826922
5984,t5983,n5984,2,0.3673660977138026
5985,t5984,n5985,2,0.5706472621469646
5986,t5985,n5986,2,0.4783893570148283
5987,t5986,n5987,4,0.8355642675919006
5988,t5987,n5988,2,0.21934819610299738
5989,t5988,n5989,3,0.5828304894597929
5990,t5989,n5990,2,0.879379105529445
5991,t5990,n5991,3,0.9874767600185876
5992,t5991,n5992,2,0.27069370493162104
5993,t5992,n5993,4,0.5812529111035654
5994,t5993,n5994,3,0.34218400245218894
5995,t5994,n5995,2,0.45703202761513384
5996,t5995,n5996,2,0.4713743105393917
5997,t5996,n5997,3,0.45502530374895145
5998,t5997,n5998,3,0.8661313843229028
5999,t5998,n5999,2,0.2606964946933781
6000,t5999,n6000,3,0.7587579881030606
6001,t6000,n6001,2,0.7709107851986308
6002,t6001,n6002,2,0.3854674236339878
6003,t6002,n6003,2,0.6118816337004124
6004,t6003,n6004,7,0.8950708139486055
6005,t6004,n6005,2,0.48280171870754207
6006,t6005,n6006,3,0.754431114352436
6007,t6006,n6007,2,0.012024189121680351
6008,t6007,n6008,3,0.6584545743489482
6009,t6008,n6009,3,0.29168744183174056
6010,t6009,n6010,2,0.3390861347189683
6011,t6010,n6011,2,0.024641387054968655
6012,t6011,n6012,3,0.6381403239181097
6013,t6012,n6013,3,0.9597942412339595
6014,t6013,n6014,3,0.35573474281104944
6015,t6014,n6015,2,0.23515935347329486
6016,t6015,n6016,2,0.3088083105155217
6017,t6016,n6017,2,0.45799611126789397
6018,t6017,n6018,2,0.025848414961845312
6019,t6018,n6019,2,0.20344420231641502
6020,t6019,n6020,2,0.5346417297948097
6021,t6020,n6021,4,0.2966304218567605
6022,t6021,n6022,3,0.8159652266579559
6023,t6022,n6023,2,0.7686834058808012
6024,t6023,n6024,4,0.5592862005096492
6025,t6024,n6025,2,0.3963453020874542
6026,t6025,n6026,4,0.8732499592188233
6027,t6026,n6027,2,0.37310952792874563
6028,t6027,n6028,2,0.8253459911036697
6029,t6028,n6029,5,0.6193617527353451
6030,t6029,n6030,4,0.6000645323553825
6031,t6030,n6031,3,0.3035934985238743
6032,t6031,n6032,4,0.5573877908156626
6033,t6032,n6033,3,0.17353774008492884
6034,t6033,n6034,3,0.929545353362759
6035,t6034,n6035,2,0.48771013688057396
6036,t6035,n6036,4,0.6121714086379388
6037,t6036,n6037,3,0.16339659320212085
6038,t6037,n6038,3,0.5964101036450359
6039,t6038,n6039,2,0.5927396294452794
6040,t6039,n6040,2,0.18930587370725838
6041,t6040,n6041,2,0.4217946979023003
6042,t6041,n6042,2,0.8000518088664893
6043,t6042,n6043,2,0.5447934515936889
6044,t6043,n6044,3,0.2357059894147837
6045,t6044,n6045,2,0.46901583809137315
6046,t6045,n6046,4,0.5900799518632074
6047,t6046,n6047,2,0.22874670463416968
6048,t6047,n6048,2,0.5436611040058363
6049,t6048,n6049,2,0.31821340520697516
6050,t6049,n6050,2,0.223759181373136
6051,t6050,n6051,3,0.5449406545980692
6052,t6051,n6052,2,0.7360558659640294
6053,t6052,n6053,3,0.7381725836823829
6054,t6053,n6054,2,0.22266628060553117
6055,t6054,n6055,3,0.6210468694608969
6056,t6055,n6056,2,0.03629047691171483
6057,t6056,n6057,3,0.42463061733346674
6058,t6057,n6058,3,0.7446699689651874
6059,t6058,n6059,2,0.7960680138966526
6060,t6059,n6060,2,0.6649439183897246
6061,t6060,n6061,3,0.7966750981346881
6062,t6061,n6062,2,0.4842023564014515
6063,t6062,n6063,2,0.9008762678193736
6064,t6063,n6064,2,0.3048572095354115
6065,t6064,n6065,3,0.6936316889691162
6066,t6065,n6066,2,0.6147541787796886
6067,t6066,n6067,2,0.07643977354052978
6068,t6067,n6068,4,0.575740736233232
6069,t6068,n6069,6,0.641759289693972
6070,t6069,n6070,2,0.12826250963927244
6071,t6070,n6071,2,0.8834921549861999
6072,t6071,n6072,2,0.8714794687791934
6073,t6072,n6073,2,0.8615490876928877
6074,t6073,n6074,3,0.2317296680454245
6075,t6074,n6075,3,0.26792904357918734
6076,t6075,n6076,3,0.8966398478659431
6077,t6076,n6077,2,0.4374711785530102
6078,t6077,n6078,2,0.019231430589955245
6079,t6078,n6079,2,0.9820440400819134
6080,t6079,n6080,3,0.2626362444959299
6081,t6080,n6081,4,0.7735426482551687
6082,t6081,n6082,2,0.7865912617263995
6083,t6082,n6083,2,0.5282305972171325
6084,t6083,n6084,5,0.917117288246084
6085,t6084,n6085,2,0.9979978049412264
6086,t6085,n6086,2,0.11920988944377264
6087,t6086,n6087,2,0.20570112515318606
6088,t6087,n6088,3,0.854545476072587
6089,t6088,n6089,2,0.3824617904417832
6090,t6089,n6090,3,0.4092962640393075
6091,t6090,n6091,2,0.753305051871156
6092,t6091,n6092,4,0.8093712184430658
6093,t6092,n6093,4,0.3901434471449263
6094,t6093,n6094,3,0.7630794277910812
6095,t6094,n6095,2,0.01007660778195607
6096,t6095,n6096,2,0.7199471180629221
6097,t6096,n6097,2,0.8231390047621503
6098,t6097,n6098,2,0.06506766376934814
6099,t6098,n6099,3,0.9069070556900324
6100,t6099,n6100,3,0.9631642818971171
6101,t6100,n6101,7,0.97576374805255
6102,t6101,n6102,2,0.26424032949238807
6103,t6102,n6103,2,0.5885520857055297
6104,t6103,n6104,2,0.25295556456156887
6105,t6104,n6105,3,0.9550161626659011
6106,t6105,n6106,2,0.2808343818371162
6107,t6106,n6107,2,0.46907616075020797
6108,t6107,n6108,3,0.8005383770891493
6109,t6108,n6109,2,0.8734972584444539
6110,t6109,n6110,2,0.30715577250364
6111,t6110,n6111,6,0.7478522940583874
6112,t6111,n6112,2,0.9533840046974917
6113,t6112,n6113,2,0.9000519120275903
6114,t6113,n6114,2,0.6006901865201749
6115,t6114,n6115,3,0.8426893153328239
6116,t6115,n6116,2,0.5880656638817382
6117,t6116,n6117,2,0.9406938745456839
6118,t6117,n6118,2,0.24808523761607615
6119,t6118,n6119,2,0.27084605149959295
6120,t6119,n6120,2,0.38834076586349187
6121,t6120,n6121,3,0.563641235480984
6122,t6121,n6122,4,0.7686881421053666
6123,t6122,n6123,2,0.06110712176281252
6124,t6123,n6124,3,0.9495290527890744
6125,t6124,n6125,2,0.9768037525862057
6126,t6125,n6126,2,0.27482400890186454
6127,t6126,n6127,3,0.5191461567166651
6128,t6127,n6128,2,0.8978653859809268
6129,t6128,n6129,2,0.9561131167450112
6130,t6129,n6130,2,0.8885243188345185
6131,t6130,n6131,2,0.8392762579458989
6132,t6131,n6132,2,0.2639417049143029
6133,t6132,n6133,2,0.9250730611267935
6134,t6133,n6134,4,0.8983505572463332
6135,t6134,n6135,2,0.3585081996950661
6136,t6135,n6136,2,0.4375420612782056
6137,t6136,n6137,2,0.7803549234359219
6138,t6137,n6138,3,0.6174471550747204
6139,t6138,n6139,3,0.6548004816947918
6140,t6139,n6140,2,0.03963483504406384
6141,t6140,n6141,2,0.6490095416791679
6142,t6141,n6142,2,0.056611811578484716
6143,t6142,n6143,2,0.34414863306615895
6144,t6143,n6144,2,0.06667305532780854
6145,t6144,n6145,4,0.8724342046155689
6146,t6145,n6146,2,0.05325611789164131
6147,t6146,n6147,3,0.5834654264678112
6148,t6147,n6148,3,0.9786864048185544
6149,t6148,n6149,2,0.46974742456180885
6150,t6149,n6150,2,0.6652851955840492
6151,t6150,n6151,2,0.5206608710696143
6152,t6151,n6152,2,0.8916352720806864
6153,t6152,n6153,4,0.9399981360130615
6154,t6153,n6154,2,0.409029883891189
6155,t6154,n6155,2,0.6154094800976448
6156,t6155,n6156,2,0.7024198081620782
6157,t6156,n6157,2,0.13323445395057643
6158,t6157,n6158,3,0.38891302723646115
6159,t6158,n6159,3,0.8658460627477461
6160,t6159,n6160,2,0.06608166518056324
6161,t6160,n6161,2,0.3940639144303544
6162,t6161,n6162,4,0.6876973432251258
6163,t6162,n6163,2,0.5372821863681734
6164,t6163,n6164,2,0.6732297769419352
6165,t6164,n6165,2,0.20321175210094344
6166,t6165,n6166,2,0.8525505095225621
6167,t6166,n6167,3,0.14004069647349304
6168,t6167,n6168,3,0.9937777253893184
6169,t6168,n6169,2,0.4339149541941071
6170,t6169,n6170,2,0.29251245249221003
6171,t6170,n6171,3,0.8859463403900576
6172,t6171,n6172,5,0.42958180265217494
6173,t6172,n6173,2,0.9005192076642218
6174,t6173,n6174,4,0.8832323431949808
6175,t6174,n6175,5,0.8548729189008729
6176,t6175,n6176,2,0.9237174121969911
6177,t6176,n6177,3,0.21750616784848853
6178,t6177,n6178,2,0.6510154010237249
6179,t6178,n6179,2,0.3879369140188137
6180,t6179,n6180,2,0.4419370660326978
6181,t6180,n6181,2,0.0705803962431586
6182,t6181,n6182,2,0.33913036788340656
6183,t6182,n6183,4,0.6496274242467266
6184,t6183,n6184,2,0.2743062560892684
6185,t6184,n6185,2,0.3438570483239515
6186,t6185,n6186,2,0.49249299654601475
6187,t6186,n6187,2,0.5536607142104932
6188,t6187,n6188,4,0.8924758802244164
6189,t6188,n6189,2,0.037001949329809936
6190,t6189,n6190,2,0.1795054538401707
6191,t6190,n6191,2,0.006495874748683628
6192,t6191,n6192,2,0.6329249151928834
6193,t6192,n6193,2,0.35962475322787846
6194,t6193,n6194,2,0.11857854899852738
6195,t6194,n6195,4,0.31575379838285167
6196,t6195,n6196,3,0.8030056679665655
6197,t6196,n6197,2,0.036315424030457066
6198,t6197,n6198,2,0.07113718104628142
6199,t6198,n6199,2,0.030109106742282843
6200,t6199,n6200,2,0.009504525212356674
6201,t6200,n6201,2,0.04190967975130355
6202,t6201,n6202,2,0.5594868695285664
6203,t6202,n6203,4,0.8446708200920963
6204,t6203,n6204,2,0.8820909021261434
6205,t6204,n6205,3,0.876309111260731
6206,t6205,n6206,2,0.9849293353898995
6207,t6206,n6207,2,0.0831781062554725
6208,t6207,n6208,2,0.2962559247549007
6209,t6208,n6209,2,0.34125978501897436
6210,t6209,n6210,2,0.052723670579520654
6211,t6210,n6211,3,0.7438744576441289
6212,t6211,n6212,4,0.981418519944329
6213,t6212,n6213,2,0.5873703285219154
6214,t6213,n6214,2,0.7007938883814033
6215,t6214,n6215,2,0.4562480607210776
6216,t6215,n6216,2,0.6474153674823755
6217,t6216,n6217,2,0.1786714060069743
6218,t6217,n6218,2,0.7084421142277353
6219,t6218,n6219,3,0.6240637957668571
6220,t6219,n6220,2,0.6262317804235051
