,t,n_start,n_end,weight,active
932,t466,n216,n467,0,1
933,t467,n144,n468,0,1
934,t467,n174,n468,0,1
935,t468,n2,n469,0,1
936,t468,n397,n469,0,1
937,t469,n2,n470,0,1
938,t469,n3,n470,0,1
939,t470,n51,n471,0,1
940,t470,n2,n471,0,1
941,t471,n222,n472,0,1
942,t471,n6,n472,0,1
943,t472,n74,n473,0,1
944,t472,n186,n473,0,1
945,t473,n210,n474,0,1
946,t473,n128,n474,0,1
947,t474,n361,n475,0,1
948,t474,n15,n475,0,1
949,t475,n2,n476,0,1
950,t475,n158,n476,0,1
951,t476,n2,n477,0,1
952,t476,n114,n477,0,1
953,t477,n2,n478,0,1
954,t477,n142,n478,0,1
955,t478,n85,n479,0,1
956,t478,n105,n479,0,1
957,t479,n3,n480,0,1
958,t479,n20,n480,0,1
959,t480,n442,n481,0,1
960,t480,n13,n481,0,1
961,t481,n161,n482,0,1
962,t481,n7,n482,0,1
963,t482,n259,n483,0,1
964,t482,n166,n483,0,1
965,t483,n6,n484,0,1
966,t483,n3,n484,0,1
967,t484,n246,n485,0,1
968,t484,n3,n485,0,1
969,t485,n51,n486,0,1
970,t485,n5,n486,0,1
971,t486,n199,n487,0,1
972,t486,n3,n487,0,1
973,t487,n347,n488,0,1
974,t487,n101,n488,0,1
975,t488,n234,n489,0,1
976,t488,n241,n489,0,1
977,t489,n300,n490,0,1
978,t489,n54,n490,0,1
979,t490,n241,n491,0,1
980,t490,n416,n491,0,1
981,t491,n69,n492,0,1
982,t491,n2,n492,0,1
983,t492,n2,n493,0,1
984,t492,n241,n493,0,1
985,t493,n2,n494,0,1
986,t493,n231,n494,0,1
987,t494,n2,n495,0,1
988,t494,n342,n495,0,1
989,t495,n2,n496,0,1
990,t495,n366,n496,0,1
991,t496,n46,n497,0,1
992,t496,n91,n497,0,1
993,t497,n189,n498,0,1
994,t497,n220,n498,0,1
995,t498,n13,n499,0,1
996,t498,n379,n499,0,1
997,t499,n2,n500,0,1
998,t499,n213,n500,0,1
999,t500,n3,n501,0,1
1000,t500,n96,n501,0,1
1001,t501,n216,n502,0,1
1002,t501,n213,n502,0,1
1003,t502,n14,n503,0,1
1004,t502,n74,n503,0,1
1005,t503,n216,n504,0,1
1006,t503,n180,n504,0,1
1007,t504,n2,n505,0,1
1008,t504,n248,n505,0,1
1009,t505,n341,n506,0,1
1010,t505,n2,n506,0,1
1011,t506,n125,n507,0,1
1012,t506,n3,n507,0,1
1013,t507,n241,n508,0,1
1014,t507,n3,n508,0,1
1015,t508,n85,n509,0,1
1016,t508,n6,n509,0,1
1017,t509,n2,n510,0,1
1018,t509,n20,n510,0,1
1019,t510,n51,n511,0,1
1020,t510,n64,n511,0,1
1021,t511,n308,n512,0,1
1022,t511,n14,n512,0,1
1023,t512,n102,n513,0,1
1024,t512,n6,n513,0,1
1025,t513,n86,n514,0,1
1026,t513,n118,n514,0,1
1027,t514,n201,n515,0,1
1028,t514,n19,n515,0,1
1029,t515,n2,n516,0,1
1030,t515,n297,n516,0,1
1031,t516,n491,n517,0,1
1032,t516,n5,n517,0,1
1033,t517,n341,n518,0,1
1034,t517,n76,n518,0,1
1035,t518,n365,n519,0,1
1036,t518,n389,n519,0,1
1037,t519,n67,n520,0,1
1038,t519,n91,n520,0,1
1039,t520,n143,n521,0,1
1040,t520,n84,n521,0,1
1041,t521,n349,n522,0,1
1042,t521,n294,n522,0,1
1043,t522,n329,n523,0,1
1044,t522,n281,n523,0,1
1045,t523,n386,n524,0,1
1046,t523,n216,n524,0,1
1047,t524,n502,n525,0,1
1048,t524,n17,n525,0,1
1049,t525,n478,n526,0,1
1050,t525,n24,n526,0,1
1051,t526,n461,n527,0,1
1052,t526,n2,n527,0,1
1053,t527,n3,n528,0,1
1054,t527,n22,n528,0,1
1055,t528,n324,n529,0,1
1056,t528,n6,n529,0,1
1057,t529,n166,n530,0,1
1058,t529,n73,n530,0,1
1059,t530,n25,n531,0,1
1060,t530,n85,n531,0,1
1061,t531,n39,n532,0,1
1062,t531,n46,n532,0,1
1063,t532,n63,n533,0,1
1064,t532,n183,n533,0,1
1065,t533,n2,n534,0,1
1066,t533,n6,n534,0,1
1067,t534,n428,n535,0,1
1068,t534,n7,n535,0,1
1069,t535,n267,n536,0,1
1070,t535,n3,n536,0,1
1071,t536,n219,n537,0,1
1072,t536,n2,n537,0,1
1073,t537,n93,n538,0,1
1074,t537,n76,n538,0,1
1075,t538,n37,n539,0,1
1076,t538,n19,n539,0,1
1077,t539,n78,n540,0,1
1078,t539,n129,n540,0,1
1079,t540,n3,n541,0,1
1080,t540,n2,n541,0,1
1081,t541,n6,n542,0,1
1082,t541,n3,n542,0,1
1083,t542,n133,n543,0,1
1084,t542,n416,n543,0,1
1085,t543,n199,n544,0,1
1086,t543,n14,n544,0,1
1087,t544,n7,n545,0,1
1088,t544,n8,n545,0,1
1089,t545,n44,n546,0,1
1090,t545,n345,n546,0,1
1091,t546,n229,n547,0,1
1092,t546,n136,n547,0,1
1093,t547,n33,n548,0,1
1094,t547,n2,n548,0,1
1095,t548,n113,n549,0,1
1096,t548,n315,n549,0,1
1097,t549,n31,n550,0,1
1098,t549,n2,n550,0,1
1099,t550,n43,n551,0,1
1100,t550,n172,n551,0,1
1101,t551,n347,n552,0,1
1102,t551,n270,n552,0,1
1103,t552,n19,n553,0,1
1104,t552,n73,n553,0,1
1105,t553,n19,n554,0,1
1106,t553,n341,n554,0,1
1107,t554,n133,n555,0,1
1108,t554,n220,n555,0,1
1109,t555,n3,n556,0,1
1110,t555,n286,n556,0,1
1111,t556,n459,n557,0,1
1112,t556,n485,n557,0,1
1113,t557,n27,n558,0,1
1114,t557,n464,n558,0,1
1115,t558,n341,n559,0,1
1116,t558,n7,n559,0,1
1117,t559,n2,n560,0,1
1118,t559,n125,n560,0,1
1119,t560,n64,n561,0,1
1120,t560,n60,n561,0,1
1121,t561,n2,n562,0,1
1122,t561,n15,n562,0,1
1123,t562,n2,n563,0,1
1124,t562,n6,n563,0,1
1125,t563,n258,n564,0,1
1126,t563,n2,n564,0,1
1127,t564,n164,n565,0,1
1128,t564,n2,n565,0,1
1129,t565,n358,n566,0,1
1130,t565,n25,n566,0,1
1131,t566,n272,n567,0,1
1132,t566,n51,n567,0,1
1133,t567,n464,n568,0,1
1134,t567,n36,n568,0,1
1135,t568,n54,n569,0,1
1136,t568,n19,n569,0,1
1137,t569,n197,n570,0,1
1138,t569,n2,n570,0,1
1139,t570,n413,n571,0,1
1140,t570,n277,n571,0,1
1141,t571,n177,n572,0,1
1142,t571,n63,n572,0,1
1143,t572,n6,n573,0,1
1144,t572,n2,n573,0,1
1145,t573,n107,n574,0,1
1146,t573,n286,n574,0,1
1147,t574,n125,n575,0,1
1148,t574,n5,n575,0,1
1149,t575,n270,n576,0,1
1150,t575,n50,n576,0,1
1151,t576,n6,n577,0,1
1152,t576,n541,n577,0,1
1153,t577,n389,n578,0,1
1154,t577,n494,n578,0,1
1155,t578,n227,n579,0,1
1156,t578,n377,n579,0,1
1157,t579,n216,n580,0,1
1158,t579,n5,n580,0,1
1159,t580,n6,n581,0,1
1160,t580,n557,n581,0,1
1161,t581,n121,n582,0,1
1162,t581,n172,n582,0,1
1163,t582,n190,n583,0,1
1164,t582,n216,n583,0,1
1165,t583,n51,n584,0,1
1166,t583,n71,n584,0,1
